epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,11738.8,0.43906,0.28321,0.9123,0.99825,1,0.995,0.92909,0.39809,0.20519,0.82697,0.00105455,0.00105455,0.00105455
193,11798.8,0.43198,0.29294,0.91289,0.99913,1,0.995,0.92988,0.39911,0.20066,0.81428,0.0010496,0.0010496,0.0010496
194,11859,0.41122,0.25495,0.89299,0.99912,1,0.995,0.94721,0.38416,0.1983,0.81624,0.00104465,0.00104465,0.00104465
195,11919,0.44534,0.28676,0.91645,0.99907,1,0.995,0.94994,0.38308,0.19023,0.80959,0.0010397,0.0010397,0.0010397
196,11979.2,0.41559,0.2697,0.91369,0.99906,1,0.995,0.9508,0.38002,0.19763,0.80328,0.00103475,0.00103475,0.00103475
197,12039.3,0.42135,0.2705,0.89905,0.99906,1,0.995,0.95948,0.36563,0.19633,0.80366,0.0010298,0.0010298,0.0010298
198,12099.4,0.43535,0.29401,0.91048,0.99909,1,0.995,0.94826,0.38554,0.19768,0.8127,0.00102485,0.00102485,0.00102485
199,12159.4,0.4552,0.27454,0.92536,0.9991,1,0.995,0.94992,0.38134,0.19569,0.80469,0.0010199,0.0010199,0.0010199
200,12219.6,0.41774,0.26538,0.9069,0.9991,1,0.995,0.94691,0.37831,0.19319,0.80497,0.00101495,0.00101495,0.00101495
201,12279.8,0.42162,0.26814,0.89386,0.99909,1,0.995,0.94773,0.36842,0.19337,0.80587,0.00101,0.00101,0.00101
202,12339.7,0.42777,0.26761,0.93265,0.99859,1,0.995,0.94366,0.38754,0.19545,0.80781,0.00100505,0.00100505,0.00100505
203,12399.8,0.41144,0.27031,0.90723,0.99904,1,0.995,0.95281,0.37847,0.18489,0.81191,0.0010001,0.0010001,0.0010001
204,12460.1,0.40315,0.28022,0.90306,0.99907,1,0.995,0.94293,0.38737,0.19182,0.80923,0.00099515,0.00099515,0.00099515
205,12520.1,0.40304,0.25626,0.888,0.9991,1,0.995,0.93333,0.39774,0.19454,0.82176,0.0009902,0.0009902,0.0009902
206,12580.1,0.39565,0.26197,0.89125,0.99908,1,0.995,0.93712,0.39875,0.19503,0.8201,0.00098525,0.00098525,0.00098525
207,12640.1,0.40067,0.25762,0.91417,0.99911,1,0.995,0.94964,0.38311,0.18451,0.81467,0.0009803,0.0009803,0.0009803
208,12700.1,0.41545,0.27037,0.90796,0.99917,1,0.995,0.9379,0.41088,0.19578,0.82643,0.00097535,0.00097535,0.00097535
209,12760.1,0.39746,0.25014,0.89643,0.99927,1,0.995,0.95672,0.37459,0.1877,0.80692,0.0009704,0.0009704,0.0009704
210,12820.2,0.43125,0.27032,0.91917,0.99909,1,0.995,0.94693,0.39097,0.19341,0.81446,0.00096545,0.00096545,0.00096545
211,12880.3,0.41401,0.26129,0.89465,1,1,0.995,0.94741,0.37604,0.19051,0.80416,0.0009605,0.0009605,0.0009605
212,12940.6,0.40094,0.25849,0.90837,0.99911,1,0.995,0.95512,0.38087,0.19291,0.81178,0.00095555,0.00095555,0.00095555
213,13000.6,0.36195,0.23966,0.8873,0.9991,1,0.995,0.95276,0.37689,0.19138,0.8074,0.0009506,0.0009506,0.0009506
214,13060.7,0.40796,0.26138,0.91008,0.99905,1,0.995,0.94091,0.39047,0.21158,0.80711,0.00094565,0.00094565,0.00094565
215,13120.7,0.40342,0.26215,0.89521,0.99907,1,0.995,0.93719,0.36891,0.18861,0.80681,0.0009407,0.0009407,0.0009407
216,13181.2,0.39132,0.25572,0.89559,0.9991,1,0.995,0.95166,0.36718,0.19093,0.80896,0.00093575,0.00093575,0.00093575
217,13241.6,0.3875,0.25594,0.90092,0.9991,1,0.995,0.9417,0.39156,0.19166,0.8145,0.0009308,0.0009308,0.0009308
218,13301.7,0.39451,0.25024,0.90291,0.99908,1,0.995,0.94511,0.37232,0.1891,0.80624,0.00092585,0.00092585,0.00092585
219,13362.2,0.38232,0.24312,0.88837,0.99222,1,0.995,0.94238,0.38582,0.19352,0.81656,0.0009209,0.0009209,0.0009209
220,13422.6,0.40364,0.25662,0.89943,0.98333,1,0.995,0.93274,0.40068,0.2097,0.81299,0.00091595,0.00091595,0.00091595
221,13482.9,0.41649,0.27016,0.91794,0.99407,1,0.995,0.95882,0.38811,0.20039,0.81595,0.000911,0.000911,0.000911
222,13543.2,0.37813,0.24233,0.89848,0.9991,1,0.995,0.93868,0.391,0.19122,0.81266,0.00090605,0.00090605,0.00090605
223,13603.4,0.40366,0.25902,0.89884,0.99909,1,0.995,0.94484,0.37123,0.18533,0.80807,0.0009011,0.0009011,0.0009011
224,13663.5,0.38639,0.25943,0.91253,0.99909,1,0.995,0.94852,0.3893,0.19801,0.80751,0.00089615,0.00089615,0.00089615
225,13723.6,0.40332,0.25178,0.89358,0.99909,1,0.995,0.94942,0.38205,0.19708,0.80448,0.0008912,0.0008912,0.0008912
226,13783.7,0.40828,0.25603,0.91516,0.99911,1,0.995,0.94097,0.3886,0.19779,0.8101,0.00088625,0.00088625,0.00088625
227,13843.8,0.42193,0.25978,0.91019,1,1,0.995,0.93939,0.38493,0.18299,0.81067,0.0008813,0.0008813,0.0008813
228,13904,0.41015,0.25762,0.89981,0.99908,1,0.995,0.93156,0.403,0.18895,0.81426,0.00087635,0.00087635,0.00087635
229,13964,0.40484,0.2538,0.90502,0.99908,1,0.995,0.93516,0.39672,0.18901,0.81282,0.0008714,0.0008714,0.0008714
230,14024,0.42749,0.26292,0.90839,0.99907,1,0.995,0.93973,0.38916,0.18884,0.80906,0.00086645,0.00086645,0.00086645
231,14083.8,0.42472,0.26576,0.91229,0.99908,1,0.995,0.93493,0.37924,0.18572,0.80644,0.0008615,0.0008615,0.0008615
232,14144,0.39299,0.24663,0.89716,0.99907,1,0.995,0.94829,0.3612,0.18679,0.80324,0.00085655,0.00085655,0.00085655
233,14204.1,0.38972,0.24709,0.89335,0.99909,1,0.995,0.94635,0.36735,0.19214,0.80863,0.0008516,0.0008516,0.0008516
234,14264.5,0.3871,0.24774,0.89933,0.99911,1,0.995,0.94126,0.37981,0.18804,0.80925,0.00084665,0.00084665,0.00084665
235,14324.4,0.38745,0.24391,0.89569,0.9991,1,0.995,0.94689,0.38285,0.1866,0.81122,0.0008417,0.0008417,0.0008417
236,14384.6,0.44018,0.27512,0.92415,0.99909,1,0.995,0.93074,0.40187,0.19407,0.81425,0.00083675,0.00083675,0.00083675
237,14444.7,0.40694,0.26319,0.9096,0.99908,1,0.995,0.94024,0.3887,0.18017,0.8075,0.0008318,0.0008318,0.0008318
238,14504.8,0.38075,0.22978,0.88551,0.99908,1,0.995,0.93911,0.38451,0.17996,0.80771,0.00082685,0.00082685,0.00082685
239,14564.9,0.37482,0.23397,0.90898,0.99907,1,0.995,0.9403,0.39161,0.18468,0.80956,0.0008219,0.0008219,0.0008219
240,14625,0.42013,0.2578,0.91345,0.99908,1,0.995,0.93473,0.40997,0.18926,0.82335,0.00081695,0.00081695,0.00081695
241,14685.3,0.36999,0.25112,0.89562,0.99908,1,0.995,0.94351,0.3961,0.18566,0.81807,0.000812,0.000812,0.000812
242,14745.5,0.38673,0.25774,0.9068,0.99909,1,0.995,0.94555,0.39865,0.20127,0.82205,0.00080705,0.00080705,0.00080705
243,14805.4,0.39368,0.24588,0.90492,0.99907,1,0.995,0.93997,0.40361,0.19577,0.81819,0.0008021,0.0008021,0.0008021
244,14865.5,0.39181,0.24915,0.88148,0.99907,1,0.995,0.93736,0.38992,0.19157,0.81295,0.00079715,0.00079715,0.00079715
245,14925.7,0.39466,0.2397,0.89418,0.99908,1,0.995,0.93012,0.39414,0.19779,0.81438,0.0007922,0.0007922,0.0007922
246,14985.9,0.38125,0.23429,0.89171,0.99909,1,0.995,0.94383,0.37207,0.18594,0.80389,0.00078725,0.00078725,0.00078725
247,15045.9,0.3948,0.26186,0.88377,0.99906,1,0.995,0.93472,0.3812,0.1833,0.8094,0.0007823,0.0007823,0.0007823
248,15105.9,0.35924,0.23095,0.87817,0.99909,1,0.995,0.93666,0.3988,0.18462,0.81961,0.00077735,0.00077735,0.00077735
249,15166.3,0.359,0.23987,0.87522,0.99883,1,0.995,0.93662,0.38841,0.17944,0.81702,0.0007724,0.0007724,0.0007724
250,15226.4,0.41594,0.25797,0.90696,0.99905,1,0.995,0.94675,0.39136,0.18247,0.81456,0.00076745,0.00076745,0.00076745
251,15286.4,0.38643,0.25191,0.90312,0.9991,1,0.995,0.93939,0.4067,0.19605,0.81906,0.0007625,0.0007625,0.0007625
252,15346.4,0.39947,0.24031,0.9206,0.99909,1,0.995,0.9417,0.38364,0.18604,0.81347,0.00075755,0.00075755,0.00075755
253,15406.4,0.36499,0.24144,0.89402,0.99908,1,0.995,0.94618,0.38474,0.19087,0.8184,0.0007526,0.0007526,0.0007526
254,15466.5,0.37225,0.24621,0.89413,0.99909,1,0.995,0.95184,0.36095,0.18052,0.802,0.00074765,0.00074765,0.00074765
255,15526.5,0.34716,0.23803,0.88769,0.99909,1,0.995,0.95079,0.36485,0.17693,0.79909,0.0007427,0.0007427,0.0007427
256,15586.8,0.38338,0.24217,0.88611,0.99908,1,0.995,0.95458,0.36855,0.17474,0.805,0.00073775,0.00073775,0.00073775
257,15647,0.39578,0.24921,0.90921,0.99906,1,0.995,0.94077,0.37548,0.18003,0.80731,0.0007328,0.0007328,0.0007328
258,15707.2,0.38929,0.24632,0.91203,0.99906,1,0.995,0.93168,0.39429,0.19475,0.81808,0.00072785,0.00072785,0.00072785
259,15767.2,0.34125,0.22166,0.88211,0.99909,1,0.995,0.9349,0.37956,0.1873,0.80683,0.0007229,0.0007229,0.0007229
260,15827.4,0.3975,0.25194,0.92146,0.9991,1,0.995,0.92897,0.39206,0.19264,0.82187,0.00071795,0.00071795,0.00071795
261,15887.4,0.36999,0.22821,0.89132,0.9991,1,0.995,0.94273,0.37014,0.17306,0.81991,0.000713,0.000713,0.000713
262,15947.5,0.36775,0.23568,0.89995,0.9991,1,0.995,0.94287,0.39394,0.189,0.8378,0.00070805,0.00070805,0.00070805
263,16007.4,0.36701,0.24017,0.89415,1,1,0.995,0.96024,0.36443,0.18401,0.80634,0.0007031,0.0007031,0.0007031
264,16067.6,0.33485,0.22364,0.86584,1,0.99518,0.995,0.93749,0.38227,0.18953,0.80866,0.00069815,0.00069815,0.00069815
265,16127.7,0.36027,0.2305,0.8782,0.99914,1,0.995,0.93889,0.38233,0.18165,0.80729,0.0006932,0.0006932,0.0006932
266,16187.8,0.36431,0.23592,0.89608,0.9991,1,0.995,0.94525,0.3764,0.17687,0.81188,0.00068825,0.00068825,0.00068825
267,16247.8,0.40544,0.25223,0.91182,0.99908,1,0.995,0.96078,0.38163,0.19073,0.81739,0.0006833,0.0006833,0.0006833
268,16307.7,0.35303,0.23309,0.87255,0.99908,1,0.995,0.96446,0.37604,0.18485,0.81321,0.00067835,0.00067835,0.00067835
269,16367.8,0.37269,0.23045,0.88583,0.99909,1,0.995,0.95899,0.36986,0.18686,0.81438,0.0006734,0.0006734,0.0006734
270,16427.9,0.38505,0.2477,0.90817,0.99911,1,0.995,0.95764,0.38715,0.1843,0.81595,0.00066845,0.00066845,0.00066845
271,16487.8,0.35185,0.22036,0.8932,0.99911,1,0.995,0.95495,0.39504,0.18571,0.82416,0.0006635,0.0006635,0.0006635
272,16547.7,0.38882,0.23993,0.9054,0.99912,1,0.995,0.95897,0.38298,0.18578,0.81821,0.00065855,0.00065855,0.00065855
273,16607.8,0.3783,0.23436,0.89435,0.99904,1,0.995,0.93849,0.37126,0.17727,0.80902,0.0006536,0.0006536,0.0006536
274,16668,0.37864,0.23276,0.90913,0.99909,1,0.995,0.94355,0.37575,0.17217,0.80572,0.00064865,0.00064865,0.00064865
275,16727.9,0.33727,0.2183,0.87221,0.99911,1,0.995,0.95285,0.36437,0.1708,0.79916,0.0006437,0.0006437,0.0006437
276,16787.9,0.36377,0.22423,0.8859,0.99921,1,0.995,0.94874,0.36526,0.172,0.79968,0.00063875,0.00063875,0.00063875
277,16848,0.32689,0.21474,0.87254,0.99916,1,0.995,0.95462,0.36477,0.16858,0.79887,0.0006338,0.0006338,0.0006338
278,16908,0.33531,0.21258,0.87314,1,1,0.995,0.94944,0.38359,0.17782,0.80189,0.00062885,0.00062885,0.00062885
279,16968.3,0.34651,0.22811,0.87679,1,1,0.995,0.94703,0.37,0.17202,0.80137,0.0006239,0.0006239,0.0006239
280,17028.2,0.34155,0.24459,0.88919,1,1,0.995,0.94229,0.36884,0.1736,0.80747,0.00061895,0.00061895,0.00061895
281,17088.4,0.36166,0.22383,0.88221,1,1,0.995,0.94405,0.37775,0.17176,0.81426,0.000614,0.000614,0.000614
282,17148.6,0.34708,0.21863,0.87944,0.9991,1,0.995,0.95039,0.37388,0.16992,0.81273,0.00060905,0.00060905,0.00060905
283,17208.5,0.36117,0.24158,0.89061,0.9991,1,0.995,0.94441,0.38253,0.17485,0.81368,0.0006041,0.0006041,0.0006041
284,17268.7,0.35269,0.2207,0.88791,0.99909,1,0.995,0.94503,0.37264,0.17835,0.81308,0.00059915,0.00059915,0.00059915
285,17328.7,0.3589,0.22938,0.8983,0.9991,1,0.995,0.9398,0.3866,0.18584,0.81251,0.0005942,0.0005942,0.0005942
286,17388.8,0.33444,0.2209,0.88087,0.9991,1,0.995,0.9418,0.37908,0.17354,0.81125,0.00058925,0.00058925,0.00058925
287,17448.8,0.32863,0.22007,0.87727,0.99911,1,0.995,0.95409,0.3599,0.17017,0.80693,0.0005843,0.0005843,0.0005843
288,17508.8,0.37119,0.23008,0.9051,0.99911,1,0.995,0.94705,0.37983,0.17467,0.8126,0.00057935,0.00057935,0.00057935
289,17568.9,0.35114,0.23072,0.88429,1,1,0.995,0.95561,0.36362,0.17143,0.80367,0.0005744,0.0005744,0.0005744
290,17629.1,0.34701,0.22092,0.88064,0.9991,1,0.995,0.94278,0.37622,0.17639,0.80645,0.00056945,0.00056945,0.00056945
291,17689.1,0.36274,0.23639,0.88065,0.9991,1,0.995,0.95231,0.37272,0.17954,0.81396,0.0005645,0.0005645,0.0005645
292,17749.1,0.33716,0.21954,0.87646,0.99911,1,0.995,0.95226,0.3771,0.18248,0.81825,0.00055955,0.00055955,0.00055955
293,17809.1,0.32333,0.21601,0.87171,0.9991,1,0.995,0.94988,0.39075,0.18037,0.8262,0.0005546,0.0005546,0.0005546
294,17869.5,0.34444,0.23906,0.89241,0.99909,1,0.995,0.94572,0.39737,0.18676,0.82634,0.00054965,0.00054965,0.00054965
295,17929.6,0.35368,0.22529,0.88127,1,1,0.995,0.94521,0.39716,0.18266,0.83119,0.0005447,0.0005447,0.0005447
296,17989.5,0.35058,0.22298,0.89538,0.9991,1,0.995,0.94341,0.3883,0.18499,0.82084,0.00053975,0.00053975,0.00053975
297,18049.6,0.33964,0.22214,0.87513,0.99911,1,0.995,0.95165,0.38009,0.17532,0.8135,0.0005348,0.0005348,0.0005348
298,18109.7,0.32708,0.20834,0.88155,1,1,0.995,0.95893,0.36944,0.17172,0.80326,0.00052985,0.00052985,0.00052985
299,18169.7,0.31195,0.20216,0.87973,0.99911,1,0.995,0.94452,0.37521,0.18093,0.80345,0.0005249,0.0005249,0.0005249
300,18229.6,0.32079,0.20407,0.8811,0.9991,1,0.995,0.9468,0.37928,0.18177,0.8091,0.00051995,0.00051995,0.00051995
301,18290,0.33516,0.21937,0.8722,0.99911,1,0.995,0.95627,0.36861,0.17643,0.80698,0.000515,0.000515,0.000515
302,18350.2,0.33096,0.21175,0.86742,0.9991,1,0.995,0.94734,0.36651,0.17806,0.80493,0.00051005,0.00051005,0.00051005
303,18410.3,0.3398,0.21947,0.88291,0.99911,1,0.995,0.9447,0.37261,0.17851,0.80761,0.0005051,0.0005051,0.0005051
304,18470.4,0.32205,0.20902,0.86619,1,1,0.995,0.94736,0.3749,0.1784,0.80609,0.00050015,0.00050015,0.00050015
305,18530.3,0.31988,0.20514,0.87074,1,1,0.995,0.95154,0.38307,0.1822,0.81819,0.0004952,0.0004952,0.0004952
306,18590.3,0.35741,0.23389,0.89783,1,1,0.995,0.94392,0.38877,0.18337,0.80789,0.00049025,0.00049025,0.00049025
307,18650.5,0.31382,0.21003,0.88377,0.99913,1,0.995,0.94704,0.37469,0.18092,0.80427,0.0004853,0.0004853,0.0004853
308,18710.5,0.33612,0.2173,0.87703,0.99911,1,0.995,0.94461,0.36475,0.17133,0.80019,0.00048035,0.00048035,0.00048035
309,18770.6,0.34133,0.2154,0.87302,0.99911,1,0.995,0.95455,0.35836,0.16743,0.80087,0.0004754,0.0004754,0.0004754
310,18830.7,0.33372,0.22534,0.86577,0.99912,1,0.995,0.95227,0.36673,0.17174,0.80901,0.00047045,0.00047045,0.00047045
311,18890.8,0.37786,0.22587,0.9196,0.99912,1,0.995,0.95066,0.36496,0.17395,0.80393,0.0004655,0.0004655,0.0004655
312,18950.7,0.3087,0.20957,0.85738,0.99911,1,0.995,0.95313,0.35931,0.17109,0.79994,0.00046055,0.00046055,0.00046055
313,19010.7,0.34887,0.22222,0.9006,0.99912,1,0.995,0.94925,0.36417,0.16521,0.80488,0.0004556,0.0004556,0.0004556
314,19070.9,0.32586,0.21837,0.87972,1,1,0.995,0.94921,0.36271,0.17182,0.80342,0.00045065,0.00045065,0.00045065
315,19130.9,0.34808,0.22277,0.89836,0.99912,1,0.995,0.94764,0.36295,0.169,0.80372,0.0004457,0.0004457,0.0004457
316,19191,0.36254,0.21964,0.91381,0.99913,1,0.995,0.94581,0.37044,0.17589,0.80675,0.00044075,0.00044075,0.00044075
317,19251,0.33266,0.21859,0.89855,1,1,0.995,0.94918,0.37186,0.17791,0.80976,0.0004358,0.0004358,0.0004358
318,19311.1,0.28629,0.20239,0.86274,1,1,0.995,0.94133,0.36912,0.16942,0.80809,0.00043085,0.00043085,0.00043085
319,19371.4,0.32946,0.2197,0.88678,1,1,0.995,0.94306,0.36566,0.1742,0.806,0.0004259,0.0004259,0.0004259
320,19431.4,0.30446,0.21244,0.86161,1,1,0.995,0.9461,0.38181,0.17833,0.81161,0.00042095,0.00042095,0.00042095
321,19491.5,0.34037,0.22442,0.89215,1,1,0.995,0.93799,0.38266,0.17656,0.81206,0.000416,0.000416,0.000416
322,19551.7,0.34158,0.22019,0.88221,1,1,0.995,0.94544,0.37375,0.17485,0.8089,0.00041105,0.00041105,0.00041105
323,19611.8,0.34736,0.21367,0.8922,1,1,0.995,0.94439,0.36767,0.17017,0.80514,0.0004061,0.0004061,0.0004061
324,19672.1,0.32735,0.21156,0.88056,1,1,0.995,0.94866,0.37073,0.16938,0.80652,0.00040115,0.00040115,0.00040115
325,19731.9,0.32225,0.23482,0.88764,1,1,0.995,0.94233,0.36904,0.17015,0.80031,0.0003962,0.0003962,0.0003962
326,19792,0.31831,0.2078,0.87972,1,1,0.995,0.94068,0.37469,0.16927,0.80418,0.00039125,0.00039125,0.00039125
327,19852.1,0.32028,0.20997,0.88544,1,1,0.995,0.94963,0.36844,0.16156,0.80284,0.0003863,0.0003863,0.0003863
328,19912.1,0.31163,0.2097,0.87792,0.99912,1,0.995,0.95658,0.36674,0.16693,0.80432,0.00038135,0.00038135,0.00038135
329,19972.2,0.30931,0.20531,0.8652,0.99912,1,0.995,0.9455,0.3714,0.16528,0.80542,0.0003764,0.0003764,0.0003764
330,20032.3,0.29091,0.19277,0.85298,1,1,0.995,0.93955,0.38142,0.17121,0.80902,0.00037145,0.00037145,0.00037145
331,20092.5,0.27844,0.18745,0.84763,0.99912,1,0.995,0.94498,0.38241,0.17472,0.81086,0.0003665,0.0003665,0.0003665
332,20152.5,0.31894,0.19894,0.89126,0.99911,1,0.995,0.94659,0.3702,0.16348,0.80789,0.00036155,0.00036155,0.00036155
333,20212.5,0.31281,0.19987,0.87316,0.99911,1,0.995,0.94827,0.37029,0.16449,0.8089,0.0003566,0.0003566,0.0003566
334,20272.7,0.32893,0.212,0.88331,0.99911,1,0.995,0.95292,0.35812,0.16199,0.8057,0.00035165,0.00035165,0.00035165
335,20332.8,0.3183,0.21542,0.88105,1,1,0.995,0.95149,0.37359,0.16556,0.81205,0.0003467,0.0003467,0.0003467
336,20393.1,0.30101,0.199,0.87077,1,1,0.995,0.94702,0.37882,0.16367,0.81108,0.00034175,0.00034175,0.00034175
337,20453.7,0.30905,0.20185,0.8677,1,1,0.995,0.94544,0.37443,0.16082,0.81247,0.0003368,0.0003368,0.0003368
338,20514,0.3007,0.20626,0.863,0.99911,1,0.995,0.95155,0.37334,0.16079,0.81387,0.00033185,0.00033185,0.00033185
339,20574.8,0.31346,0.20145,0.88534,1,1,0.995,0.94065,0.37481,0.16487,0.81079,0.0003269,0.0003269,0.0003269
340,20635,0.31453,0.20132,0.87278,1,1,0.995,0.94477,0.38589,0.16777,0.81137,0.00032195,0.00032195,0.00032195
341,20695.3,0.29616,0.19627,0.86784,1,1,0.995,0.9518,0.36539,0.1637,0.80408,0.000317,0.000317,0.000317
342,20755.7,0.31404,0.2163,0.87943,1,1,0.995,0.95408,0.35783,0.15665,0.8042,0.00031205,0.00031205,0.00031205
343,20815.9,0.27779,0.18609,0.86329,0.99913,1,0.995,0.95883,0.35777,0.16059,0.807,0.0003071,0.0003071,0.0003071
344,20876.2,0.30014,0.21539,0.88875,1,1,0.995,0.9625,0.3444,0.15891,0.80191,0.00030215,0.00030215,0.00030215
345,20936.1,0.29201,0.19634,0.87265,1,1,0.995,0.95959,0.35522,0.15992,0.80469,0.0002972,0.0002972,0.0002972
346,20996.3,0.29033,0.18467,0.86812,1,1,0.995,0.95872,0.35611,0.16134,0.80332,0.00029225,0.00029225,0.00029225
347,21056.4,0.27083,0.18541,0.85395,1,1,0.995,0.95887,0.35042,0.15809,0.79914,0.0002873,0.0002873,0.0002873
348,21116.6,0.31616,0.20292,0.88874,1,1,0.995,0.95621,0.353,0.16432,0.80085,0.00028235,0.00028235,0.00028235
349,21176.7,0.29757,0.19933,0.87459,1,1,0.995,0.95913,0.34705,0.15475,0.80078,0.0002774,0.0002774,0.0002774
350,21236.7,0.31424,0.20855,0.89016,1,1,0.995,0.96452,0.35044,0.15841,0.8004,0.00027245,0.00027245,0.00027245
351,21296.7,0.2925,0.1965,0.8639,1,1,0.995,0.96252,0.35763,0.15929,0.80102,0.0002675,0.0002675,0.0002675
352,21356.8,0.28399,0.1937,0.85525,0.99912,1,0.995,0.96004,0.3621,0.16149,0.80187,0.00026255,0.00026255,0.00026255
353,21416.9,0.29822,0.19072,0.86652,0.99911,1,0.995,0.96253,0.36388,0.15985,0.80362,0.0002576,0.0002576,0.0002576
354,21477.1,0.31087,0.1984,0.87486,1,1,0.995,0.95373,0.36075,0.15535,0.79922,0.00025265,0.00025265,0.00025265
355,21537.2,0.32332,0.20542,0.87261,1,1,0.995,0.952,0.35734,0.15425,0.79937,0.0002477,0.0002477,0.0002477
356,21597.2,0.30867,0.21002,0.88239,1,1,0.995,0.95256,0.35795,0.15811,0.80064,0.00024275,0.00024275,0.00024275
357,21657.3,0.309,0.19489,0.87334,1,1,0.995,0.95286,0.34819,0.15956,0.79924,0.0002378,0.0002378,0.0002378
358,21717.5,0.33611,0.23951,0.90556,0.99912,1,0.995,0.95901,0.35006,0.15961,0.79991,0.00023285,0.00023285,0.00023285
359,21777.6,0.2879,0.18114,0.86388,0.99912,1,0.995,0.95049,0.36129,0.16196,0.80624,0.0002279,0.0002279,0.0002279
360,21837.8,0.31832,0.21138,0.8867,1,1,0.995,0.94317,0.36452,0.15936,0.80577,0.00022295,0.00022295,0.00022295
361,21898.3,0.29309,0.19571,0.87805,1,1,0.995,0.94477,0.36226,0.15993,0.80477,0.000218,0.000218,0.000218
362,21958.4,0.29563,0.19721,0.86068,0.9991,1,0.995,0.94854,0.35998,0.15701,0.80767,0.00021305,0.00021305,0.00021305
363,22018.4,0.29363,0.19,0.8658,1,1,0.995,0.9583,0.35158,0.15179,0.80263,0.0002081,0.0002081,0.0002081
364,22078.6,0.29397,0.19597,0.86827,1,1,0.995,0.95756,0.3579,0.15828,0.80167,0.00020315,0.00020315,0.00020315
365,22138.7,0.29241,0.1986,0.86173,1,1,0.995,0.94639,0.36799,0.16385,0.80583,0.0001982,0.0001982,0.0001982
366,22198.6,0.31456,0.21632,0.88916,1,1,0.995,0.94504,0.36466,0.15769,0.80187,0.00019325,0.00019325,0.00019325
367,22258.7,0.26654,0.1819,0.86643,1,1,0.995,0.95224,0.36289,0.15714,0.80096,0.0001883,0.0001883,0.0001883
368,22318.7,0.28402,0.18663,0.86844,1,1,0.995,0.94824,0.36272,0.15632,0.80314,0.00018335,0.00018335,0.00018335
369,22379,0.27249,0.18662,0.85799,1,1,0.995,0.95534,0.36164,0.15674,0.80325,0.0001784,0.0001784,0.0001784
370,22438.9,0.27101,0.17443,0.859,0.99912,1,0.995,0.95255,0.36185,0.15953,0.80413,0.00017345,0.00017345,0.00017345
371,22498.8,0.27748,0.18418,0.86331,0.99912,1,0.995,0.95132,0.36169,0.16003,0.80547,0.0001685,0.0001685,0.0001685
372,22558.8,0.26639,0.18163,0.86693,0.99912,1,0.995,0.95159,0.36994,0.15999,0.80909,0.00016355,0.00016355,0.00016355
373,22618.7,0.28526,0.19525,0.86392,0.99911,1,0.995,0.95053,0.37642,0.16135,0.80966,0.0001586,0.0001586,0.0001586
374,22678.5,0.29156,0.19282,0.86688,0.99913,1,0.995,0.94179,0.37969,0.16441,0.80921,0.00015365,0.00015365,0.00015365
375,22738.5,0.29002,0.18482,0.86187,0.99912,1,0.995,0.94429,0.37752,0.1606,0.80885,0.0001487,0.0001487,0.0001487
376,22798.7,0.25926,0.17579,0.85931,0.99912,1,0.995,0.95306,0.36807,0.15483,0.80824,0.00014375,0.00014375,0.00014375
377,22858.7,0.25532,0.18044,0.86452,0.99911,1,0.995,0.95618,0.36773,0.15622,0.80797,0.0001388,0.0001388,0.0001388
378,22918.5,0.28359,0.19054,0.86589,0.9991,1,0.995,0.95745,0.3673,0.15344,0.80727,0.00013385,0.00013385,0.00013385
379,22978.6,0.28695,0.19333,0.85743,0.9991,1,0.995,0.95409,0.36419,0.15133,0.80559,0.0001289,0.0001289,0.0001289
380,23038.7,0.28495,0.17865,0.87524,0.99911,1,0.995,0.95551,0.36486,0.15419,0.8048,0.00012395,0.00012395,0.00012395
381,23098.8,0.29871,0.19708,0.89123,0.99911,1,0.995,0.94874,0.36705,0.15865,0.80635,0.000119,0.000119,0.000119
382,23158.6,0.28889,0.1913,0.85953,0.9991,1,0.995,0.94733,0.37066,0.15786,0.80757,0.00011405,0.00011405,0.00011405
383,23218.8,0.30109,0.19682,0.87258,0.9991,1,0.995,0.9508,0.37059,0.15916,0.80825,0.0001091,0.0001091,0.0001091
384,23279,0.29362,0.19303,0.88379,0.9991,1,0.995,0.94749,0.36973,0.15698,0.8079,0.00010415,0.00010415,0.00010415
385,23339,0.26878,0.18794,0.86854,0.9991,1,0.995,0.949,0.37025,0.15527,0.80807,9.92e-05,9.92e-05,9.92e-05
386,23398.9,0.26096,0.18115,0.85829,0.99911,1,0.995,0.95172,0.37047,0.15435,0.80925,9.425e-05,9.425e-05,9.425e-05
387,23458.7,0.277,0.18362,0.8603,0.99911,1,0.995,0.95113,0.37221,0.155,0.8104,8.93e-05,8.93e-05,8.93e-05
388,23518.9,0.26892,0.18431,0.85985,0.99911,1,0.995,0.95077,0.37314,0.15367,0.80923,8.435e-05,8.435e-05,8.435e-05
389,23578.8,0.26224,0.18283,0.86681,0.9991,1,0.995,0.95104,0.37218,0.15582,0.80788,7.94e-05,7.94e-05,7.94e-05
