epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,2385.41,0.64049,0.3837,0.89492,0.99049,1,0.995,0.84112,0.71224,0.32629,0.93271,0.0009161,0.0009161,0.0009161
184,2398.36,0.62977,0.37453,0.89238,0.99695,1,0.995,0.83834,0.75434,0.34358,0.94461,0.000911974,0.000911974,0.000911974
185,2411.15,0.6517,0.37746,0.90921,0.99985,0.99932,0.995,0.85179,0.74673,0.32829,0.93842,0.000907848,0.000907848,0.000907848
186,2424.05,0.63514,0.375,0.89975,0.99299,0.99828,0.995,0.85462,0.70577,0.32658,0.91094,0.000903722,0.000903722,0.000903722
187,2436.88,0.62642,0.37931,0.89238,0.99616,0.99894,0.995,0.84617,0.73075,0.3336,0.92543,0.000899597,0.000899597,0.000899597
188,2449.78,0.6276,0.37554,0.90403,0.99157,1,0.995,0.84656,0.7501,0.33594,0.93598,0.000895471,0.000895471,0.000895471
189,2462.77,0.63889,0.3721,0.8954,0.99081,1,0.995,0.83812,0.72237,0.34747,0.93318,0.000891345,0.000891345,0.000891345
190,2475.99,0.6231,0.36766,0.89366,0.99393,1,0.995,0.85495,0.71137,0.3218,0.93186,0.000887219,0.000887219,0.000887219
191,2489.48,0.65603,0.37622,0.91229,0.99565,1,0.995,0.83668,0.75913,0.3334,0.94049,0.000883093,0.000883093,0.000883093
192,2504.55,0.63845,0.37749,0.8991,0.99796,1,0.995,0.83566,0.74671,0.33885,0.93121,0.000878967,0.000878967,0.000878967
193,2520.08,0.62022,0.37259,0.89055,0.99749,1,0.995,0.85088,0.69402,0.32975,0.91746,0.000874842,0.000874842,0.000874842
194,2534.22,0.62641,0.37593,0.90217,0.99707,0.99722,0.995,0.84165,0.74222,0.33024,0.94214,0.000870716,0.000870716,0.000870716
195,2548.08,0.65275,0.37974,0.89843,0.9974,1,0.995,0.83678,0.72855,0.3227,0.9331,0.00086659,0.00086659,0.00086659
196,2561.83,0.63666,0.37915,0.90264,0.99475,1,0.995,0.84876,0.72025,0.33,0.92812,0.000862464,0.000862464,0.000862464
197,2575.65,0.64863,0.38518,0.90799,0.99567,0.99315,0.99493,0.84218,0.71747,0.32994,0.92704,0.000858338,0.000858338,0.000858338
198,2589.68,0.6349,0.37597,0.90135,0.99602,0.99959,0.995,0.83965,0.72811,0.33295,0.93013,0.000854212,0.000854212,0.000854212
199,2603.19,0.595,0.35891,0.9044,0.98805,0.99881,0.995,0.84897,0.74311,0.32609,0.93516,0.000850087,0.000850087,0.000850087
200,2617.01,0.61172,0.36304,0.89486,0.99759,1,0.995,0.84408,0.72563,0.31518,0.94237,0.000845961,0.000845961,0.000845961
201,2630.65,0.62742,0.37031,0.90182,0.99788,1,0.995,0.84153,0.73816,0.31633,0.93024,0.000841835,0.000841835,0.000841835
202,2644.7,0.60843,0.36281,0.89483,0.99842,0.99813,0.995,0.85671,0.69939,0.32056,0.91644,0.000837709,0.000837709,0.000837709
203,2659.6,0.62751,0.37083,0.89726,0.99907,0.99504,0.995,0.83836,0.72715,0.3314,0.92047,0.000833583,0.000833583,0.000833583
204,2673.74,0.6099,0.36629,0.88638,0.99921,1,0.995,0.84651,0.73502,0.33235,0.92362,0.000829458,0.000829458,0.000829458
205,2687.64,0.62542,0.37214,0.89908,0.99851,0.99974,0.995,0.85375,0.68533,0.3152,0.91682,0.000825332,0.000825332,0.000825332
206,2701.69,0.6447,0.37734,0.90169,0.99704,0.99952,0.995,0.85006,0.72734,0.31587,0.91963,0.000821206,0.000821206,0.000821206
207,2715.52,0.62312,0.37299,0.89724,0.99933,1,0.995,0.84868,0.7202,0.32526,0.91705,0.00081708,0.00081708,0.00081708
208,2729.56,0.61706,0.3692,0.89083,0.99795,1,0.995,0.85001,0.72232,0.32049,0.9188,0.000812954,0.000812954,0.000812954
209,2743.69,0.62438,0.37324,0.89633,0.99861,1,0.995,0.84299,0.71593,0.32197,0.91737,0.000808828,0.000808828,0.000808828
210,2757.79,0.61679,0.35799,0.89404,0.99655,1,0.995,0.83976,0.72495,0.33388,0.92395,0.000804703,0.000804703,0.000804703
211,2771.89,0.61202,0.36586,0.89717,0.99809,0.9872,0.995,0.85517,0.70712,0.31659,0.91301,0.000800577,0.000800577,0.000800577
212,2785.89,0.60814,0.36263,0.89366,0.99251,0.99867,0.995,0.84706,0.72644,0.3222,0.93141,0.000796451,0.000796451,0.000796451
213,2799.75,0.61009,0.36059,0.90203,0.99724,1,0.995,0.84834,0.71192,0.33078,0.92168,0.000792325,0.000792325,0.000792325
214,2813.61,0.60916,0.36286,0.90088,0.9964,0.99888,0.995,0.85285,0.71416,0.32837,0.92445,0.000788199,0.000788199,0.000788199
215,2827.45,0.60896,0.36415,0.90058,0.99527,1,0.995,0.85688,0.7166,0.32532,0.93285,0.000784073,0.000784073,0.000784073
216,2841.35,0.60161,0.3552,0.89003,0.99092,0.99771,0.995,0.84988,0.73576,0.32761,0.93336,0.000779948,0.000779948,0.000779948
217,2855.34,0.61823,0.36081,0.8976,0.99618,1,0.995,0.85185,0.69536,0.31635,0.92124,0.000775822,0.000775822,0.000775822
218,2869.21,0.59249,0.34699,0.89292,0.99551,1,0.995,0.85578,0.69792,0.31628,0.92759,0.000771696,0.000771696,0.000771696
219,2883.04,0.61642,0.35941,0.90013,0.99391,0.99867,0.995,0.85827,0.69114,0.30901,0.92041,0.00076757,0.00076757,0.00076757
220,2896.95,0.59984,0.35388,0.88872,0.99203,1,0.995,0.85248,0.70198,0.32792,0.91539,0.000763444,0.000763444,0.000763444
221,2910.74,0.61974,0.36658,0.90192,0.99289,1,0.995,0.85686,0.695,0.31492,0.9199,0.000759318,0.000759318,0.000759318
222,2924.67,0.60055,0.35305,0.89506,0.99722,1,0.995,0.86107,0.66968,0.31742,0.91085,0.000755193,0.000755193,0.000755193
223,2938.47,0.59894,0.35951,0.89154,0.99628,1,0.995,0.85766,0.66483,0.31558,0.90731,0.000751067,0.000751067,0.000751067
224,2952.35,0.60716,0.36403,0.90206,0.99795,1,0.995,0.85615,0.70094,0.31072,0.91248,0.000746941,0.000746941,0.000746941
225,2966.14,0.60478,0.35604,0.89785,0.9951,1,0.995,0.85037,0.72514,0.32352,0.92138,0.000742815,0.000742815,0.000742815
226,2980.04,0.58043,0.34687,0.88077,0.9959,1,0.995,0.85047,0.7086,0.31615,0.9187,0.000738689,0.000738689,0.000738689
227,2994.06,0.6114,0.35898,0.89777,0.99916,1,0.995,0.85525,0.7048,0.31793,0.90921,0.000734564,0.000734564,0.000734564
228,3008.19,0.62371,0.36362,0.89631,0.99597,0.99781,0.995,0.86137,0.68136,0.30184,0.91136,0.000730438,0.000730438,0.000730438
229,3022.04,0.6011,0.35533,0.89228,0.99895,1,0.995,0.86048,0.67663,0.31474,0.90463,0.000726312,0.000726312,0.000726312
230,3036.12,0.58531,0.34891,0.88487,0.99432,1,0.995,0.8582,0.68228,0.31639,0.9148,0.000722186,0.000722186,0.000722186
231,3050.42,0.61377,0.35621,0.89654,0.99679,1,0.995,0.84995,0.70654,0.31971,0.92512,0.00071806,0.00071806,0.00071806
232,3065.05,0.63129,0.36329,0.90836,0.99603,1,0.995,0.85525,0.68657,0.31434,0.91263,0.000713934,0.000713934,0.000713934
233,3079.35,0.59104,0.35482,0.89019,0.99733,1,0.995,0.85137,0.70198,0.31902,0.92037,0.000709809,0.000709809,0.000709809
234,3093.57,0.59157,0.35115,0.89286,0.99709,1,0.995,0.85498,0.70167,0.30503,0.91865,0.000705683,0.000705683,0.000705683
235,3107.76,0.59444,0.35546,0.89493,0.99762,1,0.995,0.85865,0.69326,0.31592,0.91235,0.000701557,0.000701557,0.000701557
236,3122.15,0.60869,0.35914,0.89237,0.99347,1,0.995,0.8517,0.69277,0.31273,0.91278,0.000697431,0.000697431,0.000697431
237,3136.28,0.59112,0.34693,0.90171,0.99102,1,0.99493,0.85526,0.69523,0.30632,0.90975,0.000693305,0.000693305,0.000693305
238,3151.32,0.60279,0.35789,0.89981,0.99826,1,0.995,0.86598,0.66604,0.30125,0.90549,0.000689179,0.000689179,0.000689179
239,3165.57,0.58235,0.3431,0.87888,0.9973,1,0.995,0.86589,0.67327,0.30318,0.9113,0.000685054,0.000685054,0.000685054
240,3180.16,0.59302,0.3555,0.8879,0.99797,1,0.995,0.86137,0.66121,0.30582,0.90595,0.000680928,0.000680928,0.000680928
241,3194.71,0.5629,0.34036,0.88271,0.99856,1,0.995,0.85718,0.67742,0.30841,0.91889,0.000676802,0.000676802,0.000676802
242,3209.29,0.5847,0.35296,0.88977,0.99884,1,0.995,0.85707,0.69069,0.30615,0.92062,0.000672676,0.000672676,0.000672676
243,3224.37,0.6032,0.36124,0.89415,0.99861,1,0.995,0.85555,0.68358,0.31299,0.91539,0.00066855,0.00066855,0.00066855
244,3239.34,0.56306,0.34199,0.87956,0.99831,1,0.995,0.84914,0.70667,0.31397,0.93043,0.000664425,0.000664425,0.000664425
245,3254.5,0.59191,0.3443,0.89235,0.99841,1,0.995,0.86106,0.69174,0.30272,0.92466,0.000660299,0.000660299,0.000660299
246,3269.03,0.59882,0.34999,0.89985,0.99903,1,0.995,0.85936,0.69386,0.3015,0.92214,0.000656173,0.000656173,0.000656173
247,3282.99,0.59304,0.35122,0.88754,0.99873,1,0.995,0.85644,0.70484,0.30526,0.92731,0.000652047,0.000652047,0.000652047
248,3296.97,0.57216,0.34206,0.88562,0.99898,1,0.995,0.85719,0.68129,0.30103,0.92085,0.000647921,0.000647921,0.000647921
249,3310.89,0.57514,0.34303,0.89027,0.99883,0.9998,0.995,0.85716,0.71328,0.31986,0.9266,0.000643795,0.000643795,0.000643795
250,3325.31,0.5894,0.34784,0.89102,0.99904,1,0.995,0.85061,0.72522,0.32662,0.9252,0.00063967,0.00063967,0.00063967
251,3339.78,0.58704,0.34249,0.89048,0.99117,1,0.99486,0.85811,0.70253,0.30926,0.92523,0.000635544,0.000635544,0.000635544
252,3354.11,0.57007,0.33621,0.87965,0.99766,1,0.995,0.84963,0.71244,0.30237,0.92916,0.000631418,0.000631418,0.000631418
253,3368.59,0.58906,0.3472,0.88735,0.99481,1,0.995,0.84713,0.69894,0.30689,0.92792,0.000627292,0.000627292,0.000627292
254,3382.96,0.59541,0.3493,0.88715,0.99689,1,0.995,0.84858,0.72869,0.31375,0.93229,0.000623166,0.000623166,0.000623166
255,3397.06,0.59267,0.35254,0.88571,0.99805,0.99967,0.995,0.85176,0.72652,0.30676,0.92954,0.00061904,0.00061904,0.00061904
256,3410.87,0.58067,0.34759,0.88138,0.99831,1,0.995,0.86029,0.70195,0.29649,0.91785,0.000614915,0.000614915,0.000614915
257,3424.67,0.56391,0.34021,0.88914,0.99747,0.99849,0.995,0.85584,0.70628,0.29785,0.91486,0.000610789,0.000610789,0.000610789
258,3438.55,0.5841,0.33744,0.88838,0.99178,0.99855,0.995,0.85186,0.73753,0.31555,0.92037,0.000606663,0.000606663,0.000606663
259,3452.4,0.55756,0.33649,0.87279,0.99825,1,0.995,0.85216,0.70247,0.30874,0.91498,0.000602537,0.000602537,0.000602537
260,3466.24,0.58733,0.34195,0.88519,0.99778,1,0.995,0.86136,0.70143,0.30243,0.92582,0.000598411,0.000598411,0.000598411
261,3480.12,0.56519,0.33474,0.88131,0.99906,1,0.995,0.86347,0.68306,0.28948,0.91807,0.000594286,0.000594286,0.000594286
262,3493.99,0.57526,0.34085,0.8883,0.99826,1,0.995,0.86085,0.67575,0.28377,0.91122,0.00059016,0.00059016,0.00059016
263,3507.85,0.56347,0.3265,0.88231,0.99805,1,0.995,0.86649,0.67489,0.28866,0.90482,0.000586034,0.000586034,0.000586034
264,3521.79,0.57889,0.34295,0.89569,0.99873,1,0.995,0.85619,0.69495,0.30114,0.90728,0.000581908,0.000581908,0.000581908
265,3535.66,0.55668,0.33715,0.87792,0.99884,1,0.995,0.86272,0.68736,0.29751,0.90364,0.000577782,0.000577782,0.000577782
266,3549.52,0.56134,0.33766,0.87068,0.99882,1,0.995,0.87011,0.6652,0.29406,0.90826,0.000573656,0.000573656,0.000573656
267,3563.38,0.55624,0.33035,0.88398,0.99809,1,0.995,0.86501,0.65695,0.29179,0.90125,0.000569531,0.000569531,0.000569531
268,3577.25,0.57413,0.33399,0.88755,0.99838,1,0.995,0.86498,0.64878,0.29156,0.89602,0.000565405,0.000565405,0.000565405
269,3591.13,0.57869,0.34125,0.88907,0.99808,1,0.995,0.8685,0.66812,0.29562,0.9088,0.000561279,0.000561279,0.000561279
270,3605.03,0.57574,0.33817,0.88214,0.99792,1,0.995,0.85674,0.67986,0.2943,0.90617,0.000557153,0.000557153,0.000557153
271,3618.96,0.56463,0.3344,0.88626,0.99715,1,0.995,0.86757,0.69336,0.29757,0.91344,0.000553027,0.000553027,0.000553027
272,3632.98,0.57737,0.33612,0.87808,0.99713,1,0.995,0.85987,0.68419,0.30034,0.91091,0.000548901,0.000548901,0.000548901
273,3647.13,0.58567,0.33756,0.88438,0.99726,1,0.995,0.8555,0.68897,0.30026,0.91841,0.000544776,0.000544776,0.000544776
274,3661.15,0.55453,0.3334,0.8807,0.99865,1,0.995,0.86444,0.6715,0.29866,0.91033,0.00054065,0.00054065,0.00054065
275,3675.14,0.57146,0.33429,0.88797,0.99802,1,0.995,0.86775,0.67279,0.29919,0.91239,0.000536524,0.000536524,0.000536524
276,3689.23,0.55027,0.3213,0.88836,0.99553,1,0.995,0.85503,0.69173,0.30062,0.9199,0.000532398,0.000532398,0.000532398
277,3703.21,0.56935,0.33504,0.88163,0.99742,1,0.995,0.85698,0.70061,0.29592,0.92476,0.000528272,0.000528272,0.000528272
278,3717.28,0.56038,0.32953,0.87875,0.99852,1,0.995,0.85827,0.67788,0.29122,0.91852,0.000524146,0.000524146,0.000524146
279,3731.37,0.55636,0.33499,0.8847,0.99864,1,0.995,0.85719,0.66915,0.28743,0.91602,0.000520021,0.000520021,0.000520021
280,3745.45,0.55534,0.32386,0.88218,0.99866,1,0.995,0.86517,0.68265,0.29432,0.91749,0.000515895,0.000515895,0.000515895
281,3759.38,0.5447,0.31985,0.8842,0.99624,1,0.995,0.86714,0.67486,0.29191,0.9164,0.000511769,0.000511769,0.000511769
282,3773.38,0.56408,0.32748,0.88478,0.99801,1,0.995,0.85218,0.69141,0.2999,0.92012,0.000507643,0.000507643,0.000507643
283,3787.35,0.55281,0.3283,0.88768,0.99889,0.99986,0.995,0.86198,0.67519,0.29363,0.91509,0.000503517,0.000503517,0.000503517
284,3801.41,0.54686,0.32572,0.88729,0.99713,1,0.995,0.86393,0.66735,0.29391,0.91076,0.000499392,0.000499392,0.000499392
285,3815.53,0.57387,0.33462,0.88665,0.99723,1,0.995,0.86082,0.68186,0.28881,0.91756,0.000495266,0.000495266,0.000495266
286,3829.58,0.54531,0.32808,0.88852,0.99835,1,0.995,0.86444,0.67375,0.29181,0.91526,0.00049114,0.00049114,0.00049114
287,3843.59,0.54992,0.32712,0.8912,0.99881,1,0.995,0.86606,0.67019,0.28686,0.91279,0.000487014,0.000487014,0.000487014
288,3857.67,0.55523,0.32674,0.88709,0.99919,1,0.995,0.86722,0.68474,0.29145,0.91597,0.000482888,0.000482888,0.000482888
289,3871.65,0.57558,0.33966,0.8935,0.9986,1,0.995,0.85344,0.69433,0.2934,0.92128,0.000478762,0.000478762,0.000478762
290,3885.87,0.55871,0.32864,0.88701,0.99838,1,0.995,0.8607,0.69165,0.29042,0.91899,0.000474637,0.000474637,0.000474637
291,3900.25,0.51742,0.30904,0.86095,0.9983,0.99893,0.995,0.86273,0.68842,0.30011,0.91551,0.000470511,0.000470511,0.000470511
292,3914.49,0.5428,0.32208,0.87469,0.99759,0.99982,0.995,0.86557,0.6938,0.28763,0.92089,0.000466385,0.000466385,0.000466385
293,3928.55,0.55165,0.32753,0.8795,0.99849,1,0.995,0.85882,0.69074,0.29854,0.91565,0.000462259,0.000462259,0.000462259
294,3942.69,0.54692,0.32092,0.87598,0.99861,1,0.995,0.86371,0.67618,0.29313,0.91084,0.000458133,0.000458133,0.000458133
295,3956.7,0.54139,0.31779,0.87532,0.99825,1,0.995,0.86422,0.67827,0.28773,0.9147,0.000454007,0.000454007,0.000454007
296,3970.81,0.54158,0.32122,0.87577,0.998,1,0.995,0.8615,0.69601,0.29439,0.9147,0.000449882,0.000449882,0.000449882
297,3984.93,0.54014,0.3252,0.8838,0.99818,1,0.995,0.86975,0.68024,0.28983,0.90928,0.000445756,0.000445756,0.000445756
298,3999.27,0.54679,0.33312,0.88374,0.99877,1,0.995,0.86456,0.67692,0.29094,0.91331,0.00044163,0.00044163,0.00044163
299,4013.36,0.55279,0.32634,0.87986,0.99836,1,0.995,0.86633,0.6827,0.2984,0.91805,0.000437504,0.000437504,0.000437504
300,4027.52,0.53694,0.3204,0.88144,0.99807,1,0.995,0.86396,0.68343,0.29514,0.91358,0.000433378,0.000433378,0.000433378
301,4041.62,0.52791,0.32195,0.87525,0.9983,1,0.995,0.86269,0.69802,0.29101,0.92199,0.000429253,0.000429253,0.000429253
302,4055.88,0.53261,0.30768,0.88073,0.99866,1,0.995,0.86191,0.68742,0.29108,0.91622,0.000425127,0.000425127,0.000425127
303,4069.96,0.52571,0.31332,0.87639,0.99835,1,0.995,0.86377,0.68513,0.29432,0.91352,0.000421001,0.000421001,0.000421001
304,4084.11,0.53585,0.31539,0.88155,0.99791,1,0.995,0.8607,0.67499,0.2884,0.91201,0.000416875,0.000416875,0.000416875
305,4098.16,0.54494,0.32266,0.87085,0.99859,1,0.995,0.8616,0.68779,0.2933,0.91246,0.000412749,0.000412749,0.000412749
306,4112.36,0.53807,0.31358,0.883,0.99841,1,0.995,0.86486,0.66488,0.28974,0.90721,0.000408623,0.000408623,0.000408623
307,4126.47,0.55071,0.31482,0.87396,0.99814,1,0.995,0.86682,0.67202,0.2876,0.90665,0.000404498,0.000404498,0.000404498
308,4140.68,0.53373,0.31673,0.87208,0.99846,1,0.995,0.86343,0.6611,0.28748,0.90468,0.000400372,0.000400372,0.000400372
309,4154.76,0.54766,0.31935,0.88232,0.9981,1,0.995,0.86462,0.6665,0.28822,0.90991,0.000396246,0.000396246,0.000396246
310,4168.97,0.54331,0.31816,0.86982,0.99709,1,0.995,0.85683,0.67602,0.29286,0.91217,0.00039212,0.00039212,0.00039212
311,4183.05,0.51873,0.30653,0.87053,0.99827,1,0.995,0.86069,0.67281,0.28937,0.9106,0.000387994,0.000387994,0.000387994
312,4197.21,0.54103,0.32013,0.87618,0.99887,1,0.995,0.86264,0.67699,0.2854,0.90899,0.000383868,0.000383868,0.000383868
313,4211.29,0.53287,0.31915,0.88305,0.99864,1,0.995,0.86169,0.68703,0.29534,0.9099,0.000379743,0.000379743,0.000379743
314,4225.45,0.54307,0.31671,0.88122,0.99868,1,0.995,0.86157,0.67854,0.29142,0.91016,0.000375617,0.000375617,0.000375617
315,4239.51,0.54188,0.32479,0.87696,0.99883,1,0.995,0.86721,0.68563,0.28853,0.91306,0.000371491,0.000371491,0.000371491
316,4253.64,0.52471,0.31498,0.88015,0.99851,1,0.995,0.86577,0.68811,0.28814,0.91581,0.000367365,0.000367365,0.000367365
317,4267.73,0.53605,0.31391,0.87788,0.99871,1,0.995,0.86149,0.68298,0.28677,0.91463,0.000363239,0.000363239,0.000363239
318,4281.81,0.5246,0.31571,0.87069,0.9988,1,0.995,0.86448,0.6761,0.29117,0.91183,0.000359113,0.000359113,0.000359113
319,4295.85,0.54166,0.31438,0.87892,0.99839,1,0.995,0.86489,0.67699,0.29178,0.91546,0.000354988,0.000354988,0.000354988
320,4310.01,0.53453,0.31705,0.87514,0.99788,1,0.995,0.8607,0.68467,0.29474,0.91775,0.000350862,0.000350862,0.000350862
321,4324.22,0.51344,0.305,0.86738,0.99828,1,0.995,0.86422,0.68916,0.29111,0.91851,0.000346736,0.000346736,0.000346736
322,4339.08,0.52593,0.3157,0.87081,0.99834,0.99978,0.995,0.85731,0.7118,0.2971,0.92363,0.00034261,0.00034261,0.00034261
323,4353.45,0.54244,0.31061,0.886,0.99719,0.9994,0.995,0.85429,0.70874,0.29997,0.9251,0.000338484,0.000338484,0.000338484
324,4368.41,0.52002,0.31077,0.86729,0.99776,1,0.995,0.86057,0.68807,0.29268,0.91863,0.000334359,0.000334359,0.000334359
325,4383.27,0.53206,0.30672,0.8776,0.99816,1,0.995,0.86582,0.68195,0.2908,0.91352,0.000330233,0.000330233,0.000330233
326,4398.26,0.54958,0.31621,0.87726,0.99755,1,0.995,0.86591,0.68778,0.28852,0.91155,0.000326107,0.000326107,0.000326107
327,4412.37,0.5136,0.30688,0.87143,0.99751,0.9993,0.995,0.86492,0.69054,0.29292,0.91486,0.000321981,0.000321981,0.000321981
328,4426.44,0.53245,0.31374,0.86983,0.99679,0.9985,0.995,0.86348,0.68638,0.29399,0.91284,0.000317855,0.000317855,0.000317855
329,4440.51,0.52123,0.30594,0.87002,0.99829,0.99921,0.995,0.86524,0.66721,0.28618,0.91197,0.000313729,0.000313729,0.000313729
330,4454.61,0.52897,0.30906,0.87785,0.99831,0.99943,0.995,0.86593,0.6743,0.28444,0.91413,0.000309604,0.000309604,0.000309604
331,4468.6,0.5226,0.30682,0.87037,0.99868,1,0.995,0.86148,0.68711,0.2862,0.91637,0.000305478,0.000305478,0.000305478
332,4482.6,0.51676,0.31123,0.87133,0.99843,1,0.995,0.85666,0.69591,0.28583,0.92222,0.000301352,0.000301352,0.000301352
333,4496.59,0.51563,0.30273,0.87321,0.99859,1,0.995,0.85832,0.70247,0.28769,0.92362,0.000297226,0.000297226,0.000297226
334,4510.63,0.51828,0.30034,0.87387,0.99811,1,0.995,0.86083,0.68224,0.2823,0.91815,0.0002931,0.0002931,0.0002931
335,4524.6,0.51049,0.29901,0.86238,0.99724,0.99956,0.995,0.86017,0.68794,0.28407,0.91718,0.000288974,0.000288974,0.000288974
336,4538.85,0.51629,0.3104,0.87406,0.99696,0.99883,0.995,0.86129,0.69183,0.28867,0.91497,0.000284849,0.000284849,0.000284849
337,4553,0.51674,0.30668,0.87943,0.99837,0.99953,0.995,0.86595,0.69086,0.28509,0.91574,0.000280723,0.000280723,0.000280723
338,4567.3,0.49484,0.29537,0.87219,0.99878,1,0.995,0.86645,0.68701,0.28165,0.91442,0.000276597,0.000276597,0.000276597
339,4581.3,0.50232,0.29743,0.88215,0.99844,1,0.995,0.86571,0.67227,0.27726,0.90796,0.000272471,0.000272471,0.000272471
340,4595.39,0.49849,0.2981,0.86432,0.99851,1,0.995,0.86437,0.6688,0.27685,0.90793,0.000268345,0.000268345,0.000268345
341,4609.48,0.5105,0.30334,0.87497,0.99869,1,0.995,0.86184,0.68359,0.27813,0.91384,0.00026422,0.00026422,0.00026422
342,4623.53,0.50623,0.30634,0.86221,0.99874,1,0.995,0.8631,0.69217,0.28512,0.92444,0.000260094,0.000260094,0.000260094
343,4637.73,0.50855,0.3055,0.87627,0.99885,1,0.995,0.865,0.69603,0.28372,0.91954,0.000255968,0.000255968,0.000255968
344,4652,0.52307,0.31086,0.87509,0.99878,1,0.995,0.8631,0.70277,0.28474,0.92455,0.000251842,0.000251842,0.000251842
345,4666.78,0.50569,0.2969,0.86728,0.99856,1,0.995,0.86763,0.68797,0.28187,0.91563,0.000247716,0.000247716,0.000247716
346,4681.14,0.52998,0.31201,0.88387,0.99819,1,0.995,0.86629,0.69277,0.28341,0.91199,0.00024359,0.00024359,0.00024359
347,4695.25,0.51014,0.30352,0.87313,0.99796,1,0.995,0.86917,0.68623,0.27917,0.90997,0.000239465,0.000239465,0.000239465
348,4709.84,0.50639,0.30108,0.87134,0.99799,1,0.995,0.86647,0.69155,0.27822,0.91587,0.000235339,0.000235339,0.000235339
349,4724.34,0.51379,0.30071,0.87033,0.99781,1,0.995,0.86427,0.69858,0.28787,0.91919,0.000231213,0.000231213,0.000231213
350,4738.45,0.51281,0.29918,0.877,0.99752,1,0.995,0.87009,0.6836,0.28261,0.9137,0.000227087,0.000227087,0.000227087
351,4752.65,0.51281,0.30338,0.87567,0.99822,1,0.995,0.86611,0.68113,0.28088,0.91213,0.000222961,0.000222961,0.000222961
352,4766.59,0.51119,0.29875,0.87097,0.99804,1,0.995,0.86857,0.67504,0.2789,0.91002,0.000218835,0.000218835,0.000218835
353,4780.46,0.49616,0.29192,0.86543,0.99822,1,0.995,0.86672,0.67286,0.27872,0.91124,0.00021471,0.00021471,0.00021471
354,4794.33,0.48372,0.28945,0.86756,0.99772,1,0.995,0.86679,0.67333,0.27659,0.91376,0.000210584,0.000210584,0.000210584
355,4808.19,0.49324,0.29314,0.86183,0.99759,1,0.995,0.8698,0.67323,0.27242,0.91361,0.000206458,0.000206458,0.000206458
356,4822.13,0.50986,0.30044,0.87192,0.99834,1,0.995,0.86489,0.67973,0.27983,0.91109,0.000202332,0.000202332,0.000202332
357,4836.02,0.49775,0.29622,0.86638,0.99853,1,0.995,0.86763,0.67731,0.27996,0.91082,0.000198206,0.000198206,0.000198206
358,4849.93,0.49467,0.29549,0.86122,0.99819,1,0.995,0.8721,0.67602,0.27535,0.91326,0.00019408,0.00019408,0.00019408
359,4863.9,0.50196,0.29165,0.86738,0.9978,1,0.995,0.86803,0.67799,0.27662,0.91347,0.000189955,0.000189955,0.000189955
360,4878.15,0.49607,0.29473,0.87885,0.99826,1,0.995,0.87185,0.66691,0.27269,0.90625,0.000185829,0.000185829,0.000185829
361,4892.15,0.48796,0.29181,0.864,0.99859,1,0.995,0.87119,0.67062,0.27387,0.90879,0.000181703,0.000181703,0.000181703
362,4906.11,0.48769,0.28788,0.86734,0.99877,1,0.995,0.86626,0.67959,0.28102,0.90895,0.000177577,0.000177577,0.000177577
363,4920.11,0.4936,0.29679,0.86157,0.9988,1,0.995,0.87069,0.67959,0.2816,0.90726,0.000173451,0.000173451,0.000173451
364,4934.4,0.51285,0.2999,0.87028,0.99829,1,0.995,0.86741,0.67811,0.27753,0.90757,0.000169326,0.000169326,0.000169326
365,4948.94,0.50179,0.2934,0.87014,0.99828,1,0.995,0.8687,0.67496,0.27367,0.90946,0.0001652,0.0001652,0.0001652
366,4962.89,0.50481,0.29101,0.87731,0.99846,1,0.995,0.86855,0.67866,0.27643,0.91161,0.000161074,0.000161074,0.000161074
367,4976.79,0.48208,0.28702,0.86358,0.99851,1,0.995,0.87248,0.67485,0.27777,0.91165,0.000156948,0.000156948,0.000156948
368,4990.65,0.49103,0.28556,0.86683,0.99861,1,0.995,0.87133,0.6717,0.27728,0.91056,0.000152822,0.000152822,0.000152822
369,5004.52,0.48617,0.29439,0.86079,0.99866,1,0.995,0.87,0.67599,0.27988,0.91384,0.000148696,0.000148696,0.000148696
370,5018.41,0.49267,0.28997,0.873,0.99841,1,0.995,0.87339,0.66161,0.27833,0.90879,0.000144571,0.000144571,0.000144571
371,5032.3,0.49147,0.28808,0.86839,0.99789,1,0.995,0.87216,0.66656,0.27618,0.90916,0.000140445,0.000140445,0.000140445
372,5046.26,0.47721,0.28942,0.85834,0.99843,1,0.995,0.87039,0.66403,0.27221,0.90889,0.000136319,0.000136319,0.000136319
373,5060.1,0.4891,0.28754,0.86554,0.9985,1,0.995,0.87202,0.67194,0.27535,0.91178,0.000132193,0.000132193,0.000132193
374,5073.98,0.48015,0.28666,0.86425,0.9986,1,0.995,0.87445,0.67372,0.27414,0.91095,0.000128067,0.000128067,0.000128067
375,5087.79,0.48771,0.28682,0.87322,0.9982,1,0.995,0.87236,0.67888,0.27501,0.91326,0.000123941,0.000123941,0.000123941
376,5101.74,0.47007,0.27768,0.86593,0.99835,1,0.995,0.87404,0.66682,0.27152,0.91062,0.000119816,0.000119816,0.000119816
